eventID,occurrenceID,basisOfRecord,eventDate,kingdom,Order,scientificme,Commonme,taxonRank,individualCount,organismQuantity,organismQuantityType,occurrenceStatus,Latitude N,Longitude W,Pollutionscore,Endlatitude,Endlongitude,geodeticDatum,countryCode,Comments
S2P E,S2P E5,Humanobservation,11/09/2025,Plantae,Gentiales,Galium saxatile,Heath bedstraw,Species,1,25,Percentagecover,Present,N55  41.881,W005  17.177,,,,WGS84,SCO,
S2P F,S2P F1,Humanobservation,11/09/2025,Plantae,Polytrichales,Polytrichum commune,Common haircap,Species,1,30,Percentagecover,Present,N55  41.867,W005  17.160,,,,WGS84,SCO,
S2P F,S2P F2,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,15,Percentagecover,Present,N55  41.867,W005  17.160,,,,WGS84,SCO,
S2P F,S2P F3,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,15,Percentagecover,Present,N55  41.867,W005  17.160,,,,WGS84,SCO,
S2P F,S2P F4,Humanobservation,11/09/2025,Plantae,Poales,rdus stricta,Mat grass,Species,1,80,Percentagecover,Present,N55  41.867,W005  17.160,,,,WGS84,SCO,
S2P F,S2P F5,Humanobservation,11/09/2025,Plantae,Gentiales,Galium saxatile,Heath bedstraw,Species,1,10,Percentagecover,Present,N55  41.867,W005  17.160,,,,WGS84,SCO,
S2P G,S2P G1,Humanobservation,11/09/2025,Plantae,Poales,Agrostis capillaris,Common bent,Species,1,2,Percentagecover,Present,N55  41.857,W005  17.140,,,,WGS84,SCO,
S2P G,S2P G2,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorkshire fog,Species,1,10,Percentagecover,Present,N55  41.857,W005  17.140,,,,WGS84,SCO,
S2P G,S2P G3,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,3,Percentagecover,Present,N55  41.857,W005  17.140,,,,WGS84,SCO,
S2P G,S2P G4,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,3,Percentagecover,Present,N55  41.857,W005  17.140,,,,WGS84,SCO,
S2P G,S2P G5,Humanobservation,11/09/2025,Plantae,Poales,rdus stricta,Mat grass,Species,1,95,Percentagecover,Present,N55  41.857,W005  17.140,,,,WGS84,SCO,
S2P H,S2P H1,Humanobservation,11/09/2025,Plantae,Poales,Agrostis capillaris,Common bent,Species,1,1,Percentagecover,Present,N55  41.843,W005  17.134,,,,WGS84,SCO,
S2P H,S2P H2,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorkshire fog,Species,1,5,Percentagecover,Present,N55  41.843,W005  17.134,,,,WGS84,SCO,
S2P H,S2P H3,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,20,Percentagecover,Present,N55  41.843,W005  17.134,,,,WGS84,SCO,
S2P H,S2P H4,Humanobservation,11/09/2025,Plantae,Polypodiales,Pteridium aquilinum,Bracken,Species,1,5,Percentagecover,Present,N55  41.843,W005  17.134,,,,WGS84,SCO,
S2P H,S2P H5,Humanobservation,11/09/2025,Plantae,Poales,rdus stricta,Mat grass,Species,1,95,Percentagecover,Present,N55  41.843,W005  17.134,,,,WGS84,SCO,
S2P H,S2P H6,Humanobservation,11/09/2025,Plantae,Poales,Carex,Sedge,Genus,1,15,Percentagecover,Present,N55  41.843,W005  17.134,,,,WGS84,SCO,
S2P I,S2P I1,Humanobservation,11/09/2025,Plantae,Polytrichales,Polytrichum commune,Common haircap,Species,1,25,Percentagecover,Present,N55  41.828,W005  17.120,,,,WGS84,SCO,
S2P I,S2P I2,Humanobservation,11/09/2025,Plantae,Rosales,Potentilla erecta,Tormentil,Species,1,15,Percentagecover,Present,N55  41.828,W005  17.120,,,,WGS84,SCO,
S2P I,S2P I3,Humanobservation,11/09/2025,Plantae,Poales,Carex,Sedge,Genus,1,2,Percentagecover,Present,N55  41.828,W005  17.120,,,,WGS84,SCO,
S2P I,S2P I4,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorkshire fog,Species,1,5,Percentagecover,Present,N55  41.828,W005  17.120,,,,WGS84,SCO,
S2P I,S2P I5,Humanobservation,11/09/2025,Plantae,Poales,rdus stricta,Mat grass,Species,1,40,Percentagecover,Present,N55  41.828,W005  17.120,,,,WGS84,SCO,
S2P J,S2P J1,Humanobservation,11/09/2025,Plantae,Poales,Holcus latus,Yorkshire fog,Species,1,5,Percentagecover,Present,N55  41.817,W005  17.100,,,,WGS84,SCO,
S2P J,S2P J2,Humanobservation,11/09/2025,Plantae,Poales,Deschampsia cespitosa,Tufted hairgrass,Species,1,2,Percentagecover,Present,N55  41.817,W005  17.100,,,,WGS84,SCO,
S2P J,S2P J3,Humanobservation,11/09/2025,Plantae,Poales,Agrostis capillaris,Common bent,Species,1,2,Percentagecover,Present,N55  41.817,W005  17.100,,,,WGS84,SCO,
S2P J,S2P J4,Humanobservation,11/09/2025,Plantae,Poales,rdus stricta,Mat grass,Species,1,100,Percentagecover,Present,N55  41.817,W005  17.100,,,,WGS84,SCO,
S2P J,S2P J5,Humanobservation,11/09/2025,Plantae,Poales,Carex,Sedge,Genus,1,5,Percentagecover,Present,N55  41.817,W005  17.100,,,,WGS84,SCO,
SD4FI A,D4FI A1,Humanobservation,10/09/2025,Animalia,Oligochaeta,,Worm,Order,1,1,Individuals,Present,N55 41.854,W005 16.439,1,,,WGS84,GB,
SD4FI A,D4FI A2,Humanobservation,10/09/2025,Animalia,Diptera,,Blackfly larvae,Order,1,1,Individuals,Present,N55 41.854,W005 16.439,5,,,WGS84,GB,
SU4FI A,SU4FI A1,Humanobservation,10/09/2025,Animalia,Plecoptera,,Stonefly larvae,Order,8,8,Individuals,Present,N55 41.828,W005 16.382,7,,,WGS84,GB,
SU4FI A,SU4FI A2,Humanobservation,10/09/2025,Animalia,Coleoptera,,Waterbeetle larvae ,Order,1,1,Individuals,Present,N55 41.829,W005 16.383,5,,,WGS84,GB,
SU4FI A,SU4FI A3,Humanobservation,10/09/2025,Animalia,Coleoptera,,Waterbeetle ,Order,1,1,Individuals,Present,N55 41.830,W005 16.384,5,,,WGS84,GB,
SU4FI A,SU4F1 A4,Humanobservation,10/09/2025,Animalia,Trichoptera,,Caddisfly larvae,Order,1,1,Individuals,Present,N55 41.831,W005 16.385,10,,,WGS84,GB,
SU4FI A,SU4F1 A5,Humanobservation,10/09/2025,Animalia,Ephemeropltera ,,Mayfly larvae,Order,2,2,Individuals,Present,N55 41.832,W005 16.386,10,,,WGS84,GB,
NU4FI A,NU4FI W1,Humanobservation,11/09/2025,Animalia,Trichoptera,Hydropsychidae,Caddisfly larvae,Family,1,1,Individuals,Present,N55 42.464,W005 17.036,5,,,WGS84,GB,
NU4FI A,NU4FI W2,Humanobservation,11/09/2025,Animalia,Coleoptera,,Waterbeetle ,Order,3,3,Individuals,Present,N55 42.464,W005 17.036,5,,,WGS84,GB,
NU4FI A,NU4FI W3,Humanobservation,11/09/2025,Animalia,Oligochaeta,,Worm,Order,1,1,Individuals,Present,N55 42.464,W005 17.036,1,,,WGS84,GB,
NU4FI A,NU4FI W4,Humanobservation,11/09/2025,Animalia,Trichoptera,Philopotamidae,Caseless caddisfly larvae,Family,4,4,Individuals,Present,N55 42.464,W005 17.036,10,,,WGS84,GB,
NU4FI A,NU4FI W5,Humanobservation,11/09/2025,Animalia,Trichoptera,,Cased caddisfly larvae,Order,3,3,Individuals,Present,N55 42.464,W005 17.036,10,,,WGS84,GB,
NU4FI A,NU4FI W6,Humanobservation,11/09/2025,Animalia,Odota,anisoptera,Dragonfly larvae,Family,1,1,Individuals,Present,N55 42.464 ,W005 17.036,,,,WGS84,GB,
ND4FI A,ND4FI W1,Humanobservation,11/09/2025,Animalia,Plecoptera,,Stonefly larvae,Order,4,4,Individuals,Present,N55 42.444,W005 17.068,7,,,WGS84,GB,
ND4FI A,ND4FI W2,Humanobservation,11/09/2025,Animalia,Ephemeroptera,,Mayfly larvae,Order,2,2,Individuals,Present,N55 42.444,W005 17.068,10,,,WGS84,GB,
ND4FI A,ND4FI W3,Humanobservation,11/09/2025,Animalia,Coleoptera,,Waterbeetle ,Order,1,1,Individuals,Present,N55 42.444,W005 17.068,5,,,WGS84,GB,
ND4FI A,ND4FI W4,Humanobservation,11/09/2025,Animalia,Oligochaeta,,Worm,Order,2,2,Individuals,Present,N55 42.444,W005 17.068,1,,,WGS84,GB,
ND4FI B,ND4FI E1,Humanobservation,12/09/2025,Animalia,Odota,anisoptera,Dragonfly larvae,Family,1,1,Individuals,Present,N55 42.174,W005 15.983,,,,WGS84,GB,
ND4FI B,ND4FI E2,Humanobservation,12/09/2025,Animalia,Oligochaeta,,Worm,Order,3,3,Individuals,Present,N55 42.174,W005 15.983,1,,,WGS84,GB,
ND4FI B,ND4FI E3,Humanobservation,12/09/2025,Animalia,Plecoptera,,Stonefly larvae,Order,1,1,Individuals,Present,N55 42.174,W005 15.983,7,,,WGS84,GB,
ND4FI B,ND4FI E4,Humanobservation,12/09/2025,Animalia,Ephemeroptera,,Mayfly larvae,Order,3,3,Individuals,Present,N55 42.174,W005 15.983,10,,,WGS84,GB,
ND4FI B,ND4FI E5,Humanobservation,12/09/2025,Animalia,Coleoptera,,Waterbeetle larvae,Order,1,1,Individuals,Present,N55 42.174,W005 15.983,5,,,WGS84,GB,
ND4FI B,ND4FI E6,Humanobservation,12/09/2025,Animalia,Trichoptera,,Cased caddisfly larvae,Order,2,2,Individuals,Present,N55 42.174,W005 15.983,10,,,WGS84,GB,
NU4FI B,NU4FI E1,Humanobservation,12/09/2025,Animalia,Plecoptera,,Stonefly larvae,Order,2,2,Individuals,Present,N55 42.261,W005 16.032,7,,,WGS84,GB,
NU4FI B,NU4FI E2,Humanobservation,12/09/2025,Animalia,Ephemeroptera,,Mayfly larvae,Order,1,1,Individuals,Present,N55 42.261,W005 16.032,10,,,WGS84,GB,
NU4FI B,NU4FI E3,Humanobservation,12/09/2025,Animalia,Oligochaeta,,Worm,Order,1,1,Individuals,Present,N55 42.261,W005 16.032,1,,,WGS84,GB,
SD4FI B,SD4FI B1,Humanobservation,11/09/2025,Animalia,Coleoptera,dytiscidae,Diving beetle,Family,1,1,Individuals,Present,N55 42.261,W005 16.032,5,,,WGS84,GB,
SD4FI B,SD4FI B2,Humanobservation,11/09/2025,Animalia,Hemiptera,Corixidae,Lesser Water Boatman,Family,4,4,Individuals,Present,N55 41.802,W005 16.876,,,,WGS84,GB,
SD4FI B,SD4FI B3,Humanobservation,11/09/2025,Animalia,Odota,zygoptera ,Damselfly larvae,Suborder,2,2,Individuals,Present,N55 41.802,W005 16.876,,,,WGS84,GB,
SD4FI B,SD4FI B4,Humanobservation,11/09/2025,Animalia,Odota,anisoptera,Dragonfly larvae,Infraorder,3,3,Individuals,Present,N55 41.802,W005 16.876,,,,WGS84,GB,
SD4FI B,SD4FI B5,Humanobservation,11/09/2025,Animalia,Hemiptera,Notonectidae,Greater Water Boatman,Family,2,2,Individuals,Present,N55 41.802,W005 16.876,,,,WGS84,GB,
SU4FI B,SU4FI B1,Humanobservation,11/09/2025,Animalia,Ephemeroptera,,Mayfly larvae,Order,2,2,Individuals,Present,,,10,,,WGS84,GB,
SU4FI B,SU4FI B2,Humanobservation,11/09/2025,Animalia,Plecoptera,,Stonefly larvae,Order,1,1,Individuals,Present,,,7,,,WGS84,GB,
SU4FI B,SU4FI B3,Humanobservation,11/09/2025,Animalia,Trichoptera,,Caddisfly case,Order,1,1,Individuals,Present,,,10,,,WGS84,GB,
SU4FI B,SU4FI B4,Humanobservation,11/09/2025,Animalia,Diptera,simuliidae,Blackfly larvae,Family,1,1,Individuals,Present,,,1,,,WGS84,GB,
